condition,cue_x,cue_y,target_x,target_y,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,practice.started,fixation_2.started,Left_rect_2.started,Right_rect_2.started,cue_2.started,cue_2.stopped,target_2.started,key_resp_3.started,practice.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,fixation_2.stopped,Left_rect_2.stopped,Right_rect_2.stopped,target_2.stopped,key_resp_3.stopped,instructions_2.started,text_3.started,key_resp_4.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,fixation.started,Left_rect.started,Right_rect.started,cue.started,cue.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,blank.started,text_2.started,text_2.stopped,blank.stopped,fixation.stopped,Left_rect.stopped,Right_rect.stopped,target.stopped,key_resp.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
valid,-0.168,-0.175,-0.168,-0.149,81,9,2,,,,up,0.4917045999900438,None,,,,,2,9,81,9,222.86249920004047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.84659130004002,222.86249920004047,222.86249920004047,222.86249920004047,223.86237320001237,223.96227710001403,224.16260630002944,224.16260630002944,224.6629455999937,up,0.4917045999900438,None,224.66301630000817,224.6788932000054,225.17890830000397,225.16318430000683,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,82,10,2,,,,up,0.5883662999840453,None,,,,,2,10,82,19,225.17890830000397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.16425690002507,225.17890830000397,225.17890830000397,225.17890830000397,226.16260450001573,226.2626398000284,226.46277610003017,226.46277610003017,227.06391430000076,up,0.5883662999840453,None,227.06407439999748,227.0787959000445,227.57902110001305,227.5627264000359,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,83,11,2,,,,up,0.37941299995873123,None,,,,,2,11,83,23,227.57902110001305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.56343540002126,227.57902110001305,227.57902110001305,227.57902110001305,228.57893670001067,228.6790694000083,228.8789963000454,228.8789963000454,229.26328180002747,up,0.37941299995873123,None,229.26340420002816,229.27878570003668,229.77895990002435,229.7625943000312,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,84,12,2,,,,up,0.4202905000420287,None,,,,,2,12,84,15,229.77895990002435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.76380430004792,229.77895990002435,229.77895990002435,229.77895990002435,230.77879620000022,230.87880140001653,231.0789452000172,231.0789452000172,231.51347870001337,up,0.4202905000420287,None,231.51365280000027,231.52903000003425,232.028863500047,232.01303200004622,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,0.168,-0.175,0.168,0.149,85,13,2,,,,up,0.45228689996292815,None,,,,,2,13,85,27,232.028863500047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.01402540004347,232.028863500047,232.028863500047,232.028863500047,233.02885510004126,233.1289751000004,233.32894070004113,233.32894070004113,233.79644830001052,up,0.45228689996292815,None,233.79655750002712,233.8124744000379,234.31246370001463,234.29613890004111,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,86,14,2,,,,up,0.46022020000964403,None,,,,,2,14,86,10,234.31246370001463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.29680340003688,234.31246370001463,234.31246370001463,234.31246370001463,235.29593900003238,235.396013199992,235.59603370004334,235.59603370004334,236.06330780003918,up,0.46022020000964403,None,236.06341990001965,236.07884950004518,236.57892770000035,236.56292220001342,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,0.168,0.175,-0.168,0.149,87,15,2,,,,up,0.6655282999854535,None,,,,,2,15,87,30,236.57892770000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.56427790003363,236.57892770000035,236.57892770000035,236.57892770000035,237.56242170004407,237.66238719999092,237.8789902999997,237.8789902999997,238.54626640002243,up,0.6655282999854535,None,238.54636520001804,238.56242580001708,239.06219670001883,239.04569950001314,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,88,16,2,,,,up,0.3910228000022471,None,,,,,2,16,88,0,239.06219670001883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.04608810000354,239.06219670001883,239.06219670001883,239.06219670001883,240.04557070002193,240.14546570001403,240.34573669999372,240.34573669999372,240.74644190003164,up,0.3910228000022471,None,240.7465507000452,240.76239680004073,241.2624996000086,241.2463119000313,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,89,17,2,,,,up,0.6363012999645434,None,,,,,2,17,89,2,241.2624996000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.2474918999942,241.2624996000086,241.2624996000086,241.2624996000086,242.24591719999444,242.34592170000542,242.56251870002598,242.56251870002598,243.2127861000481,up,0.6363012999645434,None,243.21285740000894,243.22866090002935,243.7287666000193,243.71280520001892,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,90,18,2,,,,up,0.4049106999882497,None,,,,,2,18,90,3,243.7287666000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.71345400001155,243.7287666000193,243.7287666000193,243.7287666000193,244.7124055000022,244.8123357000295,245.0122965000337,245.0122965000337,245.42963510000845,up,0.4049106999882497,None,245.42972730001202,245.44578350003576,245.94576720002806,245.9293178000371,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,91,19,2,,,,up,0.6827144999988377,None,,,,,2,19,91,20,245.94576720002806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.93023640004685,245.94576720002806,245.94576720002806,245.94576720002806,246.9289385000011,247.0290317000472,247.22896110004513,247.22896110004513,247.91333820001455,up,0.6827144999988377,None,247.91355510003632,247.92874010000378,248.42884619999677,248.41288340004394,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,92,20,2,,,,up,0.5107451999792829,None,,,,,2,20,92,5,248.42884619999677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.41353560000425,248.42884619999677,248.42884619999677,248.42884619999677,249.41257570002927,249.51232850004453,249.71263780002482,249.71263780002482,250.22979360003956,up,0.5107451999792829,None,250.22990330000175,250.24572450004052,250.74576690001413,250.72956569999224,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,-0.168,-0.175,0.168,-0.149,93,21,2,,,,up,0.5978683000430465,None,,,,,2,21,93,29,250.74576690001413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.73049390001688,250.74576690001413,250.74576690001413,250.74576690001413,251.74555490002967,251.84542349999538,252.0287986000185,252.0287986000185,252.63013360003242,up,0.5978683000430465,None,252.63033200002974,252.6455488000065,253.14579179999419,253.1291429999983,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,-0.168,0.175,None,None,94,22,2,,,,None,,,,,,,2,22,94,32,253.14579179999419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.1300056000473,253.14579179999419,253.14579179999419,253.14579179999419,254.12883970001712,254.22899680002593,254.4457733000163,254.4457733000163,256.4294311000267,None,,,256.4295150000253,256.4456779000466,256.945612600015,256.92884260002756,256.4456779000466,256.4456779000466,256.4456779000466,256.4456779000466,256.4456779000466,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,-0.168,0.175,0.168,0.149,95,23,2,,,,up,0.4212800999521278,None,,,,,2,23,95,28,256.945612600015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.92911250004545,256.945612600015,256.945612600015,256.945612600015,257.945829400036,258.0458399000345,258.2458368000225,258.2458368000225,258.67990420002025,up,0.4212800999521278,None,258.68007960001705,258.69547249999596,259.1957490000059,259.1795750000165,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,96,24,2,,,,up,0.3498090000357479,None,,,,,2,24,96,11,259.1957490000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.1806125000003,259.1957490000059,259.1957490000059,259.1957490000059,260.17885500000557,260.27883359999396,260.4789643000113,260.4789643000113,260.8294590000296,up,0.3498090000357479,None,260.8295766999945,260.8456146999961,261.34566700004507,261.3291024999926,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,97,25,2,,,,up,0.431512399984058,None,,,,,2,25,97,21,261.34566700004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.3297731000348,261.34566700004507,261.34566700004507,261.34566700004507,262.32924540003296,262.4286917000427,262.6288245000178,262.6288245000178,263.062741700036,up,0.431512399984058,None,263.06278630002635,263.07863840000937,263.5787794000353,263.5629273999948,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,0.168,-0.175,None,None,98,26,2,,,,None,,,,,,,2,26,98,35,263.5787794000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.56407910003327,263.5787794000353,263.5787794000353,263.5787794000353,264.5623458000482,264.6624811000074,264.86262450000504,264.86262450000504,266.84660980000626,None,,,266.84677750000264,266.8623496000073,267.3623626000481,267.3458433999913,266.8623496000073,266.8623496000073,266.8623496000073,266.8623496000073,266.8623496000073,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,99,27,2,,,,up,0.3125997000024654,None,,,,,2,27,99,7,267.3623626000481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.34648900001775,267.3623626000481,267.3623626000481,267.3623626000481,268.3620839000214,268.46238060004544,268.6622709000367,268.6622709000367,268.9798087000381,up,0.3125997000024654,None,268.9799149000319,268.9956871000468,269.4957328000455,269.47936540003866,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,100,28,2,,,,up,0.588450199982617,None,,,,,2,28,100,6,269.4957328000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4800147000351,269.4957328000455,269.4957328000455,269.4957328000455,270.47881480003707,270.5789371000137,270.77904480003053,270.77904480003053,271.3805098000448,up,0.588450199982617,None,271.380702399998,271.3956088999985,271.89572390000103,271.8798384999973,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,101,29,2,,,,up,0.3598651999491267,None,,,,,2,29,101,18,271.89572390000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.88092910003616,271.89572390000103,271.89572390000103,271.89572390000103,272.89569570001913,272.9957163000363,273.1957722000079,273.1957722000079,273.5636521000415,up,0.3598651999491267,None,273.5638166000135,273.57852100004675,274.078720599995,274.06256769999163,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,102,30,2,,,,up,0.34873239998705685,None,,,,,2,30,102,4,274.078720599995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0632484999951,274.078720599995,274.078720599995,274.078720599995,275.0788063000073,275.17886129999533,275.37887870002305,275.37887870002305,275.72962080000434,up,0.34873239998705685,None,275.72967850003624,275.74563030002173,276.24572599999374,276.22945050004637,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,103,31,2,,,,up,0.45544460002565756,None,,,,,2,31,103,12,276.24572599999374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2305761000025,276.24572599999374,276.24572599999374,276.24572599999374,277.2287831000285,277.3288031000411,277.52884710003855,277.52884710003855,277.9970938000479,up,0.45544460002565756,None,277.99727500003064,278.01216929999646,278.512440600025,278.49597460002406,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,104,32,2,,,,up,0.36253250000299886,None,,,,,2,32,104,17,278.512440600025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.4966562000336,278.512440600025,278.512440600025,278.512440600025,279.5122001999989,279.61216570000397,279.81239350000396,279.81239350000396,280.17945120000513,up,0.36253250000299886,None,280.17955900001107,280.19571550004184,280.6956431000144,280.679137500003,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,105,33,2,,,,up,0.4064234999823384,None,,,,,2,33,105,13,280.6956431000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.67978000000585,280.6956431000144,280.6956431000144,280.6956431000144,281.6789215000463,281.778909100045,281.9789135000319,281.9789135000319,282.3962763000163,up,0.4064234999823384,None,282.3963837000192,282.41240940004354,282.9123649999965,282.89606150001055,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,106,34,2,,,,up,0.3211970000411384,None,,,,,2,34,106,16,282.9123649999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.8972880000365,282.9123649999965,282.9123649999965,282.9123649999965,283.89569670002675,283.99557510000886,284.1955303000286,284.1955303000286,284.53026339999633,up,0.3211970000411384,None,284.5304682000424,284.54558560001897,285.04532460001064,285.0287067000172,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,-0.168,0.175,-0.168,-0.149,107,35,2,,,,up,0.8302669000113383,None,,,,,2,35,107,24,285.04532460001064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.02934559999267,285.04532460001064,285.04532460001064,285.04532460001064,286.0455108000315,286.1456034000148,286.3456063999911,286.3456063999911,287.17932670004666,up,0.8302669000113383,None,287.17943590000505,287.19560550001916,287.6956041000085,287.6789770000032,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,108,0,3,,,,up,0.4021468000137247,None,,,,,3,0,108,20,287.6956041000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.6801203000359,287.6956041000085,287.6956041000085,287.6956041000085,288.67885299999034,288.7787461000262,288.97879389999434,288.97879389999434,289.3970432000351,up,0.4021468000137247,None,289.39720330003183,289.41226650000317,289.91228849999607,289.8958190000267,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,109,1,3,,,,up,0.3522673000115901,None,,,,,3,1,109,14,289.91228849999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.89647110004444,289.91228849999607,289.91228849999607,289.91228849999607,290.91205700003775,291.01202160003595,291.21234540001024,291.21234540001024,291.5792680000304,up,0.3522673000115901,None,291.5793626999948,291.59551150002517,292.0955792000168,292.0789460000233,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,110,2,3,,,,up,0.40297189995180815,None,,,,,3,2,110,3,292.0955792000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0796052000369,292.0955792000168,292.0955792000168,292.0955792000168,293.078829200007,293.17877620004583,293.3788310000091,293.3788310000091,293.7970434000017,up,0.40297189995180815,None,293.7972243000404,293.8124764999957,294.3123138000374,294.2963987000403,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,111,3,3,,,,up,0.37096710002515465,None,,,,,3,3,111,6,294.3123138000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.2971976000117,294.3123138000374,294.3123138000374,294.3123138000374,295.312260500039,295.41218480002135,295.6123460000381,295.6123460000381,295.9963545000064,up,0.37096710002515465,None,295.9964800000307,296.0121682000463,296.51232969999546,296.4956588000059,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,-0.168,-0.175,0.168,-0.149,112,4,3,,,,up,0.39006639999570325,None,,,,,3,4,112,29,296.51232969999546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.49625530000776,296.51232969999546,296.51232969999546,296.51232969999546,297.5122714000172,297.61229020002065,297.7956988000078,297.7956988000078,298.1961591000436,up,0.39006639999570325,None,298.1962754999986,298.212270500022,298.7120948000229,298.6962749999948,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,-0.168,-0.175,None,None,113,5,3,,,,up,0.6786007000482641,None,,,,,3,5,113,33,298.7120948000229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.69744690001244,298.7120948000229,298.7120948000229,298.7120948000229,299.695548000047,299.79565710003953,299.9954294000054,299.9954294000054,300.68020900001284,up,0.6786007000482641,None,300.6804051999934,300.695506500022,301.19558689999394,301.17892030003713,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,114,6,3,,,,up,0.0452377000474371,None,,,,,3,6,114,15,301.19558689999394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.17957610002486,301.19558689999394,301.19558689999394,301.19558689999394,302.195481200004,302.29561770003056,302.49579250003444,302.49579250003444,302.5457410000381,up,0.0452377000474371,None,302.54580220003845,302.5619186999975,303.0620687000337,303.0454482000205,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,115,7,3,,,,up,0.2809174999711104,None,,,,,3,7,115,8,303.0620687000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.04582570004277,303.0620687000337,303.0620687000337,303.0620687000337,304.04535750002833,304.1452756000217,304.3456941000186,304.3456941000186,304.62894670001697,up,0.2809174999711104,None,304.62900130002527,304.64524000004167,305.14565530000255,305.12939590000315,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,116,8,3,,,,up,0.3469846000079997,None,,,,,3,8,116,16,305.14565530000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.13050400000066,305.14565530000255,305.14565530000255,305.14565530000255,306.1287757999962,306.2288126000203,306.42885640001623,306.42885640001623,306.7799781000358,up,0.3469846000079997,None,306.7801543000387,306.79545110004256,307.29534529999364,307.2786940000369,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,117,9,3,,,,up,0.2814679999719374,None,,,,,3,9,117,23,307.29534529999364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.27898080000887,307.29534529999364,307.29534529999364,307.29534529999364,308.29564000002574,308.39541050000116,308.5955629000091,308.5955629000091,308.8794133000192,up,0.2814679999719374,None,308.87950949999504,308.89531009999337,309.39559760002885,309.3789749999996,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,118,10,3,,,,up,0.3130750000127591,None,,,,,3,10,118,13,309.39559760002885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.37962620001053,309.39559760002885,309.39559760002885,309.39559760002885,310.3785953000188,310.4788737000199,310.67915929999435,310.67915929999435,310.99618060002103,up,0.3130750000127591,None,310.9962964000297,311.01203630003147,311.5120067000389,311.4961660000263,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,-0.168,0.175,0.168,0.149,119,11,3,,,,up,0.21130070002982393,None,,,,,3,11,119,28,311.5120067000389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.4969292000169,311.5120067000389,311.5120067000389,311.5120067000389,312.4956086000311,312.5955337000196,312.7956062000012,312.7956062000012,313.01331420004135,up,0.21130070002982393,None,313.0134794000187,313.02853890002007,313.52898190001724,313.5129687000299,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,0.168,-0.175,None,None,120,12,3,,,,None,,,,,,,3,12,120,35,313.52898190001724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.51391390000936,313.52898190001724,313.52898190001724,313.52898190001724,314.528813300014,314.62901170004625,314.8290238000336,314.8290238000336,316.812608200009,None,,,316.81269880000036,316.8287362999981,317.32886040001176,317.3125786000164,316.8287362999981,316.8287362999981,316.8287362999981,316.8287362999981,316.8287362999981,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,0.168,0.175,-0.168,0.149,121,13,3,,,,up,0.40685249998932704,None,,,,,3,13,121,30,317.32886040001176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.31321729999036,317.32886040001176,317.32886040001176,317.32886040001176,318.32882890000474,318.4286365000298,318.62869600002887,318.62869600002887,319.0456292000017,up,0.40685249998932704,None,319.04567850002786,319.0621241000481,,319.5459794999915,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,122,14,3,,,,up,0.32435190002433956,None,,,,,3,14,122,1,319.562118700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.5475548999966,319.562118700007,319.562118700007,319.562118700007,320.5455702000181,320.64555960003054,320.8457347000367,320.8457347000367,321.17999730003066,up,0.32435190002433956,None,321.18019210000057,321.19536830001744,321.6955736000091,321.67907000001287,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,-0.168,0.175,-0.168,-0.149,123,15,3,,,,up,0.3087952000205405,None,,,,,3,15,123,24,321.6955736000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.67981540004257,321.6955736000091,321.6955736000091,321.6955736000091,322.69540240004426,322.7956522000022,322.9955506999977,322.9955506999977,323.3126161000109,up,0.3087952000205405,None,323.3127240000176,323.3287210999988,323.8290557000437,323.81252450001193,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,-0.168,-0.175,-0.168,0.149,124,16,3,,,,up,0.34128490003058687,None,,,,,3,16,124,25,323.8290557000437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.8131743000122,323.8290557000437,323.8290557000437,323.8290557000437,324.8120281000156,324.91221330000553,325.1121830000193,325.1121830000193,325.4628130000201,up,0.34128490003058687,None,325.46291870001005,325.4788536000415,325.9787919000373,325.96276419999776,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,125,17,3,,,,up,0.2931393999606371,None,,,,,3,17,125,21,325.9787919000373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.96383610001067,325.9787919000373,325.9787919000373,325.9787919000373,326.96226570004364,327.0623119000229,327.2622950000223,327.2622950000223,327.5631121000042,up,0.2931393999606371,None,327.56333380000433,327.57880429999204,328.07866820000345,328.06191129999934,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,126,18,3,,,,up,0.37212120002368465,None,,,,,3,18,126,0,328.07866820000345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.06222110003,328.07866820000345,328.07866820000345,328.07866820000345,329.0786856000195,329.1786510000238,329.3790793000371,329.3790793000371,329.7622374999919,up,0.37212120002368465,None,329.7622905000462,329.7784954000381,330.278879999998,330.26228190003894,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,127,19,3,,,,up,0.27664059994276613,None,,,,,3,19,127,10,330.278879999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.2629481999902,330.278879999998,330.278879999998,330.278879999998,331.2621527000447,331.3620879999944,331.5621451000334,331.5621451000334,331.8462082000333,up,0.27664059994276613,None,331.8463297000271,331.86222140002064,332.3620823000092,332.3460485000396,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
