condition,cue_x,cue_y,target_x,target_y,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,practice.started,fixation_2.started,Left_rect_2.started,Right_rect_2.started,cue_2.started,cue_2.stopped,target_2.started,key_resp_3.started,practice.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,fixation_2.stopped,Left_rect_2.stopped,Right_rect_2.stopped,target_2.stopped,key_resp_3.stopped,instructions_2.started,text_3.started,key_resp_4.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,fixation.started,Left_rect.started,Right_rect.started,cue.started,cue.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,blank.started,text_2.started,text_2.stopped,blank.stopped,fixation.stopped,Left_rect.stopped,Right_rect.stopped,target.stopped,key_resp.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
catch,-0.168,0.175,None,None,145,1,4,,,,None,,,,,,,4,1,145,32,385.5547677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.5390734,385.5547677,386.5379691,386.5379691,386.5379691,386.6381793,386.8382372,386.8382372,388.8217251,None,,,388.8218079,388.8379537,389.3378246,389.3214794,388.8379537,388.8379537,388.8379537,388.8379537,388.8379537,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,146,2,4,,,,up,0.2946821,None,,,,,4,2,146,3,389.3378246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.3221647,389.3378246,390.338068,390.338068,390.338068,390.4380506,390.6380013,390.6380013,390.9387169,up,0.2946821,None,390.9388324,390.9546844,391.4547635,391.438361,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,147,3,4,,,,up,0.3162946,None,,,,,4,3,147,20,391.4547635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.4390607,391.4547635,392.4547105,392.4547105,392.4547105,392.5548451,392.738205,392.738205,393.0552171,up,0.3162946,None,393.0553293,393.0711084,393.5712249,393.5548627,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,148,4,4,,,,up,0.3210675,None,,,,,4,4,148,23,393.5712249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.55556,393.5712249,394.5546255,394.5546255,394.5546255,394.6547787,394.8547741,394.8547741,395.1887939,up,0.3210675,None,395.1889145,395.2045755,395.7044999,395.6883963,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,-0.168,-0.175,None,None,149,5,4,,,,None,,,,,,,4,5,149,33,395.7044999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.6892933,395.7044999,396.7046924,396.7046924,396.7046924,396.8048558,396.9880962,396.9880962,398.9879773,None,,,398.9880297,399.0041982,399.5044644,399.488036,399.0041982,399.0041982,399.0041982,398.9876435,398.9876435,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,150,6,4,,,,up,0.2647553,None,,,,,4,6,150,11,399.5044644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.4886594,399.5044644,400.4881407,400.4881407,400.4881407,400.5878211,400.7882068,400.7882068,401.0552727,up,0.2647553,None,401.055388,401.0711098,401.571124,401.5547378,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,0.168,-0.175,-0.168,-0.149,151,7,4,,,,up,0.3007369,None,,,,,4,7,151,31,401.571124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.5554462,401.571124,402.5547857,402.5547857,402.5547857,402.654748,402.8547898,402.8547898,403.172008,up,0.3007369,None,403.1721198,403.1878013,403.6878128,403.6713971,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,152,8,4,,,,up,0.2837413,None,,,,,4,8,152,6,403.6878128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.672166,403.6878128,404.6875892,404.6875892,404.6875892,404.7880699,404.9711196,404.9711196,405.2719712,up,0.2837413,None,405.2720818,405.2880194,405.7880012,405.7716012,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,0.168,0.175,-0.168,0.149,153,9,4,,,,up,0.3665824,None,,,,,4,9,153,30,405.7880012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.7723406,405.7880012,406.7711577,406.7711577,406.7711577,406.8713517,407.0713086,407.0713086,407.4385797,up,0.3665824,None,407.4386948,407.4546245,407.9546981,407.9382439,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,-0.168,-0.175,0.168,-0.149,154,10,4,,,,up,0.30288,None,,,,,4,10,154,29,407.9546981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.9389378,407.9546981,408.9378611,408.9378611,408.9378611,409.0379372,409.2379713,409.2379713,409.5550595,up,0.30288,None,409.5551693,409.5710071,410.071099,410.0546778,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,155,11,4,,,,up,0.2768223,None,,,,,4,11,155,21,410.071099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0554344,410.071099,411.0544495,411.0544495,411.0544495,411.1547369,411.354419,411.354419,411.6386829,up,0.2768223,None,411.638794,411.6544956,412.1544961,412.1382723,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,0.168,-0.175,0.168,0.149,156,12,4,,,,up,0.3022519,None,,,,,4,12,156,27,412.1544961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.1390089,412.1544961,413.1379785,413.1379785,413.1379785,413.2377907,413.4380493,413.4380493,413.7552384,up,0.3022519,None,413.755349,413.7710147,414.2711373,414.2549625,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,0.168,0.175,None,None,157,13,4,,,,None,,,,,,,4,13,157,34,414.2711373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.2558831,414.2711373,415.2547114,415.2547114,415.2547114,415.3542996,415.5547707,415.5547707,417.5383498,None,,,417.5384336,417.5544992,418.0546461,418.0382581,417.5544992,417.5544992,417.5544992,417.5544992,417.5544992,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,158,14,4,,,,up,0.2764754,None,,,,,4,14,158,15,418.0546461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.038938,418.0546461,419.0546788,419.0546788,419.0546788,419.1547089,419.3542798,419.3542798,419.6387708,up,0.2764754,None,419.6388799,419.6546135,420.1544897,420.1381666,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,159,15,4,,,,up,0.3308814,None,,,,,4,15,159,9,420.1544897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.1388647,420.1544897,421.1546617,421.1546617,421.1546617,421.2544594,421.4543646,421.4543646,421.7881759,up,0.3308814,None,421.788261,421.8042778,422.3046445,422.2880368,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,0.168,0.175,0.168,-0.149,160,16,4,,,,up,0.3078509,None,,,,,4,16,160,26,422.3046445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.2887476,422.3046445,423.2880441,423.2880441,423.2880441,423.3877065,423.5880478,423.5880478,423.9046931,up,0.3078509,None,423.9047482,423.9207771,424.4211773,424.4049016,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,161,17,4,,,,up,0.3009702,None,,,,,4,17,161,13,424.4211773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.4056189,424.4211773,425.4046814,425.4046814,425.4046814,425.5044108,425.7045805,425.7045805,426.0217354,up,0.3009702,None,426.0218373,426.0378572,426.5378958,426.5213326,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,162,18,4,,,,up,0.1714299,None,,,,,4,18,162,22,426.5378958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.521998,426.5378958,427.521013,427.521013,427.521013,427.6212356,427.8212252,427.8212252,428.0053046,up,0.1714299,None,428.0054147,428.0211533,428.520922,428.5049044,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,163,19,4,,,,up,0.3431431,None,,,,,4,19,163,17,428.520922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.5056404,428.520922,429.5046633,429.5046633,429.5046633,429.6046656,429.8047568,429.8047568,430.1551026,up,0.3431431,None,430.1552141,430.1707934,430.671006,430.6546015,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,164,20,4,,,,up,0.3103749,None,,,,,4,20,164,19,430.671006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.6553003,430.671006,431.6546231,431.6546231,431.6546231,431.7546082,431.954695,431.954695,432.271853,up,0.3103749,None,432.2719647,432.2878447,432.7879373,432.7713567,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,165,21,4,,,,up,0.323819,None,,,,,4,21,165,16,432.7879373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.7720957,432.7879373,433.7711692,433.7711692,433.7711692,433.871181,434.0712261,434.0712261,434.4052968,up,0.323819,None,434.4054077,434.4211051,434.9211925,434.9048563,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,-0.168,0.175,-0.168,-0.149,166,22,4,,,,up,0.3598503,None,,,,,4,22,166,24,434.9211925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.905576,434.9211925,435.9046075,435.9046075,435.9046075,436.0047016,436.2047048,436.2047048,436.5718969,up,0.3598503,None,436.572006,436.5875834,437.087863,437.0713499,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,167,23,4,,,,up,0.354664,None,,,,,4,23,167,12,437.087863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0720421,437.087863,438.0709135,438.0709135,438.0709135,438.1709043,438.3711773,438.3711773,438.7382809,up,0.354664,None,438.7383834,438.7543499,439.2544783,439.2380692,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,168,24,4,,,,up,0.3510984,None,,,,,4,24,168,0,439.2544783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.2387533,439.2544783,440.2378413,440.2378413,440.2378413,440.3378216,440.5379544,440.5379544,440.9052407,up,0.3510984,None,440.9053546,440.9210361,441.4210384,441.4047212,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,169,25,4,,,,up,0.3461597,None,,,,,4,25,169,1,441.4210384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.4054649,441.4210384,442.4044044,442.4044044,442.4044044,442.5046534,442.7045387,442.7045387,443.055049,up,0.3461597,None,443.0552155,443.0708795,443.5709267,443.5546649,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,170,26,4,,,,up,0.4284712,None,,,,,4,26,170,5,443.5709267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.5553784,443.5709267,444.5546275,444.5546275,444.5546275,444.6544149,444.854651,444.854651,445.2883793,up,0.4284712,None,445.2884885,445.3043854,445.8044755,445.787959,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,171,27,4,,,,up,0.3250381,None,,,,,4,27,171,2,445.8044755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.7886483,445.8044755,446.7879075,446.7879075,446.7879075,446.8877848,447.087946,447.087946,447.4216987,up,0.3250381,None,447.4218085,447.437535,447.9372802,447.9209967,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,-0.168,-0.175,-0.168,0.149,172,28,4,,,,up,0.3303785,None,,,,,4,28,172,25,447.9372802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.9213507,447.9372802,448.9210664,448.9210664,448.9210664,449.0211126,449.2211537,449.2211537,449.5547462,up,0.3303785,None,449.5548465,449.5707456,450.0709519,450.0547133,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,-0.168,0.175,0.168,0.149,173,29,4,,,,up,0.3672044,None,,,,,4,29,173,28,450.0709519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0553986,450.0709519,451.0545363,451.0545363,451.0545363,451.1545137,451.3545052,451.3545052,451.7384954,up,0.3672044,None,451.7386053,451.7543076,452.2544535,452.2377526,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,174,30,4,,,,up,0.3222492,None,,,,,4,30,174,18,452.2544535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.2381673,452.2544535,453.2378617,453.2378617,453.2378617,453.3378955,453.5379223,453.5379223,453.8714964,up,0.3222492,None,453.8716072,453.8876776,454.3876269,454.3713642,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,175,31,4,,,,up,0.3614352,None,,,,,4,31,175,14,454.3876269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.3720659,454.3876269,455.3708095,455.3708095,455.3708095,455.4707936,455.6708141,455.6708141,456.0379205,up,0.3614352,None,456.0379784,456.0540552,456.55432,456.5380733,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,176,32,4,,,,up,0.3451232,None,,,,,4,32,176,7,456.55432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.5387782,456.55432,457.5378843,457.5378843,457.5378843,457.6378329,457.8378742,457.8378742,458.1883457,up,0.3451232,None,458.1884556,458.2043275,458.7043346,458.6881265,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,0.168,-0.175,None,None,177,33,4,,,,None,,,,,,,4,33,177,35,458.7043346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.6889686,458.7043346,459.6878312,459.6878312,459.6878312,459.7877685,459.9878853,459.9878853,461.9714715,None,,,461.9715558,461.9877443,462.4876193,462.4712768,461.9877443,461.9877443,461.9877443,461.9877443,461.9877443,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,178,34,4,,,,up,0.3174583,None,,,,,4,34,178,8,462.4876193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.4719689,462.4876193,463.4877438,463.4877438,463.4877438,463.5877625,463.7878051,463.7878051,464.1216613,up,0.3174583,None,464.1217697,464.1376151,464.6376639,464.6212598,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,179,35,4,,,,up,0.1875868,None,,,,,4,35,179,10,464.6376639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.6219615,464.6376639,465.6210066,465.6210066,465.6210066,465.7210298,465.9209888,465.9209888,466.121041,up,0.1875868,None,466.1210826,466.1373261,466.6374118,466.6210239,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
